5.1,40.4269,28.8319,2023-12-04T07:42:20,Marmara Denizi - Gemlik Körfezi - [04.73 km] Mudanya (Bursa),-8.98
5.2,38.158,38.569,2023-11-23T14:46:08,Battalgazi (Malatya),-7.0
5.0,38.309,38.171,2023-08-24T05:35:23,Yeşilyurt (Malatya),-7.0
5.3,38.308,38.209,2023-08-10T17:48:00,Yeşilyurt (Malatya),-7.89
5.0,38.078,32.598,2023-08-01T15:06:51,Selçuklu (Konya),-7.83
5.5,37.634,35.884,2023-07-25T05:44:49,Kozan (Adana),-10.38
5.1,35.103,24.859,2023-05-18T18:58:52,"Ege Denizi, Girit Adası (Kriti) - [292.86 km] Datça (Muğla)",-9.07
5.0,38.069,36.569,2023-05-03T17:16:38,Göksun (Kahramanmaraş),-7.0
5.0,36.297,26.32,2023-04-26T20:00:35,Ege Denizi - [110.19 km] Datça (Muğla),-54.16
5.6,38.37,44.77,2023-03-24T03:16:56,"Khoy, West Azarbaijan (İran) - [29.34 km] Başkale (Van)",-7.0
5.3,38.04,36.459,2023-03-23T09:19:51,Göksun (Kahramanmaraş),-12.9
5.3,38.476,45.21,2023-03-16T11:47:13,"Khoy, West Azarbaijan (İran) - [69.44 km] Başkale (Van)",-15.25
5.0,37.847,36.602,2023-03-03T02:53:42,Onikişubat (Kahramanmaraş),-7.06
5.6,38.272,38.303,2023-02-27T09:04:49,Yeşilyurt (Malatya),-6.15
5.0,37.932,37.584,2023-02-27T02:51:20,Gölbaşı (Adıyaman),-8.51
5.3,37.987,33.993,2023-02-25T10:27:09,Ereğli (Konya),-2.28
5.0,36.136,36.053,2023-02-23T15:53:47,Samandağ (Hatay),-8.75
5.8,36.186,35.978,2023-02-20T17:07:34,Samandağ (Hatay),-6.64
6.4,36.037,36.021,2023-02-20T17:04:27,Yayladağı (Hatay),-21.73
5.1,38.08,36.602,2023-02-18T19:31:31,Göksun (Kahramanmaraş),-6.2
5.1,36.253,35.752,2023-02-16T19:47:50,Akdeniz - [05.64 km] Arsuz (Hatay),-9.26
5.0,38.235,38.141,2023-02-10T04:50:23,Yeşilyurt (Malatya),-10.45
5.0,37.985,37.391,2023-02-08T14:20:25,Nurhak (Kahramanmaraş),-16.69
5.3,38.012,37.641,2023-02-08T11:11:51,Doğanşehir (Malatya),-13.18
5.1,38.021,36.467,2023-02-08T07:48:31,Göksun (Kahramanmaraş),-9.06
5.0,37.952,37.471,2023-02-07T21:21:25,Nurhak (Kahramanmaraş),-15.84
5.0,38.085,36.62,2023-02-07T18:09:58,Göksun (Kahramanmaraş),-10.22
5.2,37.959,36.434,2023-02-07T15:48:52,Göksun (Kahramanmaraş),-11.48
5.1,38.125,38.561,2023-02-07T10:18:11,Sincik (Adıyaman),-6.85
5.3,38.159,38.632,2023-02-07T07:11:13,Pütürge (Malatya),-8.18
5.4,37.808,37.655,2023-02-07T03:13:12,Gölbaşı (Adıyaman),-8.44
5.0,37.975,37.629,2023-02-07T03:08:55,Doğanşehir (Malatya),-6.87
5.0,38.062,37.04,2023-02-06T21:15:17,Ekinözü (Kahramanmaraş),-17.4
5.2,38.24,38.07,2023-02-06T20:40:05,Yeşilyurt (Malatya),-5.82
5.5,37.293,37.046,2023-02-06T20:37:51,Pazarcık (Kahramanmaraş),-5.96
5.0,38.004,36.403,2023-02-06T18:05:01,Göksun (Kahramanmaraş),-7.03
5.2,38.043,36.484,2023-02-06T18:03:54,Göksun (Kahramanmaraş),-12.79
5.1,38.024,36.472,2023-02-06T16:43:27,Göksun (Kahramanmaraş),-10.06
5.3,38.239,38.182,2023-02-06T15:33:31,Yeşilyurt (Malatya),-11.15
5.0,37.977,37.667,2023-02-06T15:14:32,Doğanşehir (Malatya),-7.04
5.1,38.007,37.555,2023-02-06T13:44:49,Nurhak (Kahramanmaraş),-8.76
5.3,38.037,37.628,2023-02-06T13:39:23,Doğanşehir (Malatya),-7.2
5.2,38.084,36.591,2023-02-06T13:17:42,Göksun (Kahramanmaraş),-3.94
5.1,37.988,37.483,2023-02-06T12:13:45,Nurhak (Kahramanmaraş),-7.0
5.9,38.071,36.478,2023-02-06T12:02:11,Göksun (Kahramanmaraş),-17.04
5.7,38.305,38.151,2023-02-06T10:51:30,Yeşilyurt (Malatya),-10.4
5.9,38.172,37.92,2023-02-06T10:35:57,Doğanşehir (Malatya),-11.28
5.5,38.064,37.241,2023-02-06T10:32:08,Ekinözü (Kahramanmaraş),-10.93
5.8,38.332,38.271,2023-02-06T10:26:46,Yeşilyurt (Malatya),-6.89
7.6,38.089,37.239,2023-02-06T10:24:47,Elbistan (Kahramanmaraş),-7.0
5.0,37.733,37.457,2023-02-06T06:54:57,Çağlayancerit (Kahramanmaraş),-7.0
5.3,37.194,36.955,2023-02-06T02:23:13,Nurdağı (Gaziantep),-11.81
5.1,38.084,38.368,2023-02-06T02:06:22,Çelikhan (Adıyaman),-6.95
5.6,37.898,37.957,2023-02-06T02:03:35,Doğanşehir (Malatya),-10.23
5.3,37.294,37.006,2023-02-06T02:01:44,Pazarcık (Kahramanmaraş),-16.44
5.3,37.054,36.649,2023-02-06T01:58:23,İslahiye (Gaziantep),-10.21
5.3,37.542,37.188,2023-02-06T01:51:44,Dulkadiroğlu (Kahramanmaraş),-6.63
5.0,36.836,36.633,2023-02-06T01:51:21,Hassa (Hatay),-7.0
5.7,37.128,36.639,2023-02-06T01:36:28,Hasanbeyli (Osmaniye),-11.19
